"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.516738160E0,-3.930000067E-1,1.004300022E1,6.850000024E-1,1.007400255E1
9.521745006E0,-5.460000038E-1,1.004300022E1,4.939999878E-1,1.006995558E1
9.526752006E0,-5.839999914E-1,1.008199978E1,6.090000272E-1,1.011724550E1
9.531758781E0,-7.379999757E-1,1.011999989E1,5.320000052E-1,1.016081029E1
9.536765396E0,-6.610000134E-1,1.004300022E1,4.939999878E-1,1.007684526E1
9.541772478E0,-6.230000257E-1,1.004300022E1,4.560000002E-1,1.007263215E1
9.546779324E0,-7.760000229E-1,1.008199978E1,5.320000052E-1,1.012580464E1
9.551786487E0,-6.230000257E-1,1.008199978E1,5.699999928E-1,1.011729947E1
9.556793410E0,-6.610000134E-1,1.004300022E1,6.090000272E-1,1.008313719E1
9.561800478E0,-5.839999914E-1,1.008199978E1,6.090000272E-1,1.011724550E1
9.566807324E0,-4.690000117E-1,1.011999989E1,6.850000024E-1,1.015399349E1
9.571814478E0,-4.690000117E-1,1.008199978E1,6.850000024E-1,1.011612107E1
9.576821709E0,-3.930000067E-1,1.004300022E1,6.090000272E-1,1.006912029E1
9.581828559E0,-3.160000145E-1,1.011999989E1,6.090000272E-1,1.014323098E1
9.586835405E0,-3.549999893E-1,1.011999989E1,6.470000148E-1,1.014687300E1
9.591842940E0,-3.930000067E-1,1.008199978E1,7.239999771E-1,1.011559907E1
9.596850786E0,-3.549999893E-1,1.011999989E1,7.620000243E-1,1.015485434E1
9.601858520E0,-3.549999893E-1,1.027299976E1,8.000000119E-1,1.031021577E1
9.606866212E0,-3.160000145E-1,1.008199978E1,7.620000243E-1,1.011569175E1
9.611873284E0,-2.779999971E-1,1.011999989E1,8.000000119E-1,1.015537698E1
9.616880746E0,-3.160000145E-1,1.011999989E1,7.620000243E-1,1.015356576E1
9.621887799E0,-3.930000067E-1,1.015799999E1,7.239999771E-1,1.019134872E1
9.626894568E0,-4.309999943E-1,1.015799999E1,7.239999771E-1,1.019288481E1
9.631901318E0,-4.309999943E-1,1.008199978E1,7.620000243E-1,1.011993698E1
9.636908472E0,-5.080000162E-1,1.015799999E1,7.239999771E-1,1.019643094E1
9.641915780E0,-6.230000257E-1,1.004300022E1,7.620000243E-1,1.009111622E1
9.646922857E0,-6.610000134E-1,1.019600010E1,6.850000024E-1,1.024034004E1
9.651929847E0,-5.839999914E-1,1.019600010E1,7.239999771E-1,1.023834215E1
9.656937078E0,-5.460000038E-1,1.023499966E1,7.620000243E-1,1.027783917E1
9.661943756E0,-4.309999943E-1,1.015799999E1,6.850000024E-1,1.019018890E1
9.666950910E0,-3.549999893E-1,1.011999989E1,7.239999771E-1,1.015207361E1
9.671957837E0,-2.779999971E-1,1.023499966E1,6.090000272E-1,1.025687004E1
9.676964452E0,-3.160000145E-1,1.004300022E1,7.239999771E-1,1.007402032E1
9.681970616E0,-2.399999946E-1,1.011999989E1,6.470000148E-1,1.014350071E1
9.686977155E0,-2.010000050E-1,1.008199978E1,7.239999771E-1,1.010996026E1
9.691983837E0,-3.160000145E-1,1.011999989E1,6.850000024E-1,1.014807759E1
9.696990145E0,-3.160000145E-1,1.015799999E1,7.239999771E-1,1.018866997E1
9.701996736E0,-3.549999893E-1,1.011999989E1,7.620000243E-1,1.015485434E1
9.707003428E0,-2.399999946E-1,1.008199978E1,8.000000119E-1,1.011653693E1
9.712010189E0,-3.549999893E-1,1.011999989E1,9.150000215E-1,1.016747991E1
9.717017112E0,-4.690000117E-1,1.015799999E1,9.539999962E-1,1.021347350E1
9.722023650E0,-4.309999943E-1,1.011999989E1,9.150000215E-1,1.017041709E1
9.727030505E0,-5.080000162E-1,1.011999989E1,9.150000215E-1,1.017397104E1
9.732037428E0,-4.309999943E-1,1.000500011E1,8.769999743E-1,1.005260748E1
9.737045813E0,-4.690000117E-1,1.000500011E1,7.620000243E-1,1.004493068E1
9.742054515E0,-5.460000038E-1,1.008199978E1,8.389999866E-1,1.013157226E1
9.747063361E0,-4.690000117E-1,1.000500011E1,7.239999771E-1,1.004211951E1
9.752072611E0,-4.690000117E-1,1.000500011E1,6.090000272E-1,1.003448401E1
9.757081919E0,-5.080000162E-1,1.000500011E1,6.850000024E-1,1.004128061E1
9.762091693E0,-5.080000162E-1,9.928000450E0,5.699999928E-1,9.957316754E0
9.767100616E0,-5.080000162E-1,9.967000008E0,6.090000272E-1,9.998501598E0
9.772110539E0,-5.460000038E-1,1.000500011E1,4.939999878E-1,1.003205758E1
9.777120078E0,-6.610000134E-1,1.004300022E1,5.320000052E-1,1.007877961E1
9.782129837E0,-5.460000038E-1,9.928000450E0,5.699999928E-1,9.959327735E0
9.787139683E0,-5.080000162E-1,1.000500011E1,5.320000052E-1,1.003200455E1
9.792148914E0,-4.309999943E-1,9.967000008E0,4.939999878E-1,9.988537738E0
9.797158400E0,-3.930000067E-1,1.000500011E1,4.560000002E-1,1.002309395E1
9.802167707E0,-4.690000117E-1,1.004300022E1,4.560000002E-1,1.006428092E1
9.807177323E0,-3.549999893E-1,9.967000008E0,4.560000002E-1,9.983739287E0
9.812186861E0,-3.930000067E-1,9.928000450E0,4.169999957E-1,9.944522660E0
9.817195553E0,-4.309999943E-1,9.928000450E0,4.560000002E-1,9.947808298E0
9.822204722E0,-3.930000067E-1,9.967000008E0,4.169999957E-1,9.983457675E0
9.827213799E0,-4.309999943E-1,1.000500011E1,6.090000272E-1,1.003277974E1
9.832221554E0,-5.080000162E-1,1.000500011E1,5.320000052E-1,1.003200455E1
9.837228478E0,-4.690000117E-1,9.928000450E0,5.320000052E-1,9.953299853E0
9.842235871E0,-4.690000117E-1,1.000500011E1,7.239999771E-1,1.004211951E1
9.847243179E0,-4.309999943E-1,9.967000008E0,6.470000148E-1,9.997272586E0
9.852250126E0,-5.080000162E-1,9.928000450E0,6.470000148E-1,9.962021179E0
9.857256895E0,-5.080000162E-1,9.967000008E0,6.850000024E-1,1.000341832E1
9.862263598E0,-3.930000067E-1,9.967000008E0,6.090000272E-1,9.993318728E0
9.867270444E0,-3.930000067E-1,9.890000343E0,5.320000052E-1,9.912092605E0
9.872277526E0,-2.779999971E-1,1.000500011E1,6.090000272E-1,1.002737215E1
9.877285910E0,-2.010000050E-1,9.967000008E0,4.560000002E-1,9.979450193E0
9.882295295E0,-2.399999946E-1,9.928000450E0,4.560000002E-1,9.941364541E0
9.887304775E0,-3.930000067E-1,9.928000450E0,4.560000002E-1,9.946234360E0
9.892313929E0,-3.160000145E-1,1.000500011E1,4.560000002E-1,1.002037022E1
9.897322463E0,-4.690000117E-1,9.928000450E0,4.560000002E-1,9.949527122E0
9.902331770E0,-5.839999914E-1,1.000500011E1,4.560000002E-1,1.003239848E1
9.907340756E0,-6.230000257E-1,1.000500011E1,5.320000052E-1,1.003848496E1
9.912350063E0,-5.839999914E-1,1.000500011E1,6.850000024E-1,1.004541230E1
9.917359381E0,-5.839999914E-1,1.000500011E1,6.090000272E-1,1.004051614E1
9.922368535E0,-5.839999914E-1,1.000500011E1,6.470000148E-1,1.004289263E1
9.927377766E0,-5.839999914E-1,1.000500011E1,7.239999771E-1,1.004814706E1
9.932386675E0,-5.460000038E-1,1.008199978E1,7.239999771E-1,1.012269784E1
9.937394982E0,-5.839999914E-1,1.004300022E1,7.239999771E-1,1.008598460E1
9.942403578E0,-4.690000117E-1,1.000500011E1,8.389999866E-1,1.005106508E1
9.947411501E0,-4.690000117E-1,1.000500011E1,7.239999771E-1,1.004211951E1
9.952419440E0,-4.690000117E-1,1.000500011E1,7.239999771E-1,1.004211951E1
9.957428517E0,-4.309999943E-1,1.008199978E1,6.850000024E-1,1.011443056E1
9.962437594E0,-3.549999893E-1,1.008199978E1,7.620000243E-1,1.011698515E1
9.967446772E0,-2.779999971E-1,1.011999989E1,6.850000024E-1,1.014696539E1
9.972455926E0,-3.549999893E-1,1.015799999E1,6.090000272E-1,1.018242947E1
9.977464926E0,-3.549999893E-1,1.015799999E1,5.699999928E-1,1.018017136E1
9.982473675E0,-3.160000145E-1,1.011999989E1,6.090000272E-1,1.014323098E1
9.987482598E0,-2.779999971E-1,1.011999989E1,5.699999928E-1,1.013985117E1
9.992491132E0,-3.549999893E-1,1.008199978E1,5.699999928E-1,1.010433791E1
9.997499978E0,-3.930000067E-1,1.008199978E1,5.699999928E-1,1.010574433E1
1.000250929E1,-3.549999893E-1,1.008199978E1,5.699999928E-1,1.010433791E1
1.000751875E1,-3.549999893E-1,1.008199978E1,5.320000052E-1,1.010226552E1
1.001252752E1,-3.549999893E-1,1.004300022E1,5.699999928E-1,1.006542490E1
1.001753649E1,-3.549999893E-1,9.967000008E0,5.320000052E-1,9.987499094E0
1.002254480E1,-3.160000145E-1,9.967000008E0,6.090000272E-1,9.990586879E0
1.002755317E1,-3.549999893E-1,1.000500011E1,6.470000148E-1,1.003218128E1
1.003256179E1,-3.930000067E-1,9.890000343E0,7.239999771E-1,9.924249683E0
1.003757045E1,-5.080000162E-1,1.000500011E1,7.239999771E-1,1.004401649E1
1.004257914E1,-4.690000117E-1,9.928000450E0,7.620000243E-1,9.968239463E0
1.004758772E1,-5.460000038E-1,1.000500011E1,7.620000243E-1,1.004882020E1
1.005259649E1,-5.460000038E-1,9.928000450E0,8.000000119E-1,9.975134533E0
1.005760541E1,-6.230000257E-1,9.967000008E0,8.000000119E-1,1.001844390E1
1.006261403E1,-6.230000257E-1,1.004300022E1,8.000000119E-1,1.009405679E1
1.006762324E1,-5.080000162E-1,1.011999989E1,7.620000243E-1,1.016135354E1
1.007263239E1,-6.230000257E-1,1.008199978E1,7.620000243E-1,1.012993053E1
1.007764070E1,-6.230000257E-1,1.011999989E1,8.000000119E-1,1.017066993E1
1.008264754E1,-5.839999914E-1,1.011999989E1,7.620000243E-1,1.016543643E1
1.008765485E1,-5.839999914E-1,1.008199978E1,6.850000024E-1,1.012210455E1
1.009266162E1,-4.690000117E-1,1.011999989E1,7.239999771E-1,1.015669900E1
1.009766877E1,-5.080000162E-1,1.011999989E1,5.320000052E-1,1.014669827E1
1.010267569E1,-5.460000038E-1,1.011999989E1,5.320000052E-1,1.014867172E1
1.010768438E1,-4.309999943E-1,1.004300022E1,4.560000002E-1,1.006258170E1
1.011269368E1,-3.160000145E-1,1.004300022E1,5.320000052E-1,1.006204420E1
1.011770368E1,-3.160000145E-1,1.004300022E1,5.320000052E-1,1.006204420E1
1.012271300E1,-3.930000067E-1,1.008199978E1,4.560000002E-1,1.009995567E1
1.012772262E1,-3.160000145E-1,1.004300022E1,5.320000052E-1,1.006204420E1
1.013273255E1,-3.160000145E-1,1.008199978E1,4.560000002E-1,1.009725267E1
1.013774170E1,-3.160000145E-1,9.967000008E0,6.090000272E-1,9.990586879E0
1.014275107E1,-4.309999943E-1,1.000500011E1,4.939999878E-1,1.002645622E1
1.014775984E1,-4.690000117E-1,9.967000008E0,5.320000052E-1,9.992200667E0
1.015276878E1,-5.080000162E-1,1.000500011E1,6.470000148E-1,1.003875990E1
1.015777755E1,-4.309999943E-1,1.004300022E1,5.699999928E-1,1.006839185E1
1.016278680E1,-4.690000117E-1,9.967000008E0,5.699999928E-1,9.994295881E0
1.016779503E1,-5.080000162E-1,1.004300022E1,7.239999771E-1,1.008186954E1
1.017280379E1,-5.460000038E-1,1.000500011E1,6.470000148E-1,1.004075457E1
1.017781094E1,-5.839999914E-1,1.004300022E1,7.239999771E-1,1.008598460E1
1.018281779E1,-5.839999914E-1,1.008199978E1,7.620000243E-1,1.012760680E1
1.018782445E1,-5.460000038E-1,9.967000008E0,7.239999771E-1,1.000816572E1
1.019283153E1,-5.460000038E-1,1.000500011E1,7.620000243E-1,1.004882020E1
1.019784022E1,-5.080000162E-1,1.000500011E1,8.000000119E-1,1.004978066E1
1.020284908E1,-5.080000162E-1,1.008199978E1,7.239999771E-1,1.012071932E1
1.020785785E1,-4.309999943E-1,1.004300022E1,7.620000243E-1,1.008108419E1
1.021286710E1,-3.930000067E-1,9.967000008E0,7.620000243E-1,1.000380838E1
1.021787633E1,-4.309999943E-1,1.000500011E1,6.470000148E-1,1.003515806E1
1.022288489E1,-4.309999943E-1,1.000500011E1,6.850000024E-1,1.003767968E1
1.022789412E1,-3.930000067E-1,1.004300022E1,5.320000052E-1,1.006475665E1
1.023290329E1,-5.080000162E-1,1.004300022E1,4.939999878E-1,1.006796670E1
1.023791237E1,-4.690000117E-1,1.004300022E1,6.090000272E-1,1.007237288E1
1.024292144E1,-4.690000117E-1,1.000500011E1,5.320000052E-1,1.003010530E1
1.024793060E1,-4.309999943E-1,1.004300022E1,4.560000002E-1,1.006258170E1
1.025293944E1,-2.779999971E-1,1.004300022E1,4.560000002E-1,1.005719014E1
1.025794837E1,-2.779999971E-1,1.011999989E1,4.939999878E-1,1.013586295E1
1.026295766E1,-3.549999893E-1,1.011999989E1,4.560000002E-1,1.013648651E1
1.026796612E1,-4.690000117E-1,1.000500011E1,5.699999928E-1,1.003219260E1
1.027297519E1,-5.080000162E-1,1.004300022E1,6.090000272E-1,1.007426417E1
1.027798427E1,-4.309999943E-1,1.008199978E1,6.470000148E-1,1.011192808E1
1.028299287E1,-4.309999943E-1,1.008199978E1,6.470000148E-1,1.011192808E1
1.028800203E1,-4.690000117E-1,1.000500011E1,6.090000272E-1,1.003448401E1
1.029301056E1,-3.930000067E-1,1.000500011E1,6.090000272E-1,1.003121913E1
1.029801879E1,-3.160000145E-1,1.000500011E1,5.699999928E-1,1.002620483E1
1.030302540E1,-3.930000067E-1,1.004300022E1,6.090000272E-1,1.006912029E1
1.030803140E1,-3.160000145E-1,1.004300022E1,6.470000148E-1,1.006877939E1
1.031303778E1,-2.779999971E-1,1.000500011E1,6.470000148E-1,1.002975176E1
1.031804478E1,-2.399999946E-1,9.928000450E0,6.850000024E-1,9.954497372E0
1.032305323E1,-2.779999971E-1,1.004300022E1,6.470000148E-1,1.006765844E1
1.032806185E1,-3.930000067E-1,1.000500011E1,6.470000148E-1,1.003359783E1
1.033307020E1,-2.779999971E-1,9.928000450E0,5.320000052E-1,9.946129948E0
1.033807866E1,-3.549999893E-1,1.000500011E1,6.470000148E-1,1.003218128E1
1.034308672E1,-4.309999943E-1,1.004300022E1,6.090000272E-1,1.007067503E1
1.034809472E1,-3.930000067E-1,1.011999989E1,6.470000148E-1,1.014827353E1
1.035310328E1,-5.080000162E-1,1.008199978E1,6.090000272E-1,1.011314316E1
1.035811090E1,-4.309999943E-1,1.008199978E1,6.470000148E-1,1.011192808E1
1.036311944E1,-4.309999943E-1,1.004300022E1,7.239999771E-1,1.007828311E1
1.036812813E1,-4.690000117E-1,1.008199978E1,5.320000052E-1,1.010691370E1
1.037313481E1,-5.080000162E-1,1.004300022E1,5.699999928E-1,1.007198180E1
1.037814135E1,-3.549999893E-1,1.008199978E1,6.090000272E-1,1.010661296E1
1.038314781E1,-3.930000067E-1,1.008199978E1,6.090000272E-1,1.010801907E1
1.038815497E1,-3.160000145E-1,1.008199978E1,5.320000052E-1,1.010097023E1
1.039316343E1,-2.779999971E-1,1.004300022E1,6.090000272E-1,1.006528780E1
1.039817204E1,-2.779999971E-1,9.967000008E0,7.620000243E-1,9.999950859E0
1.040318073E1,-3.549999893E-1,1.000500011E1,6.470000148E-1,1.003218128E1
1.040818973E1,-3.930000067E-1,1.000500011E1,7.620000243E-1,1.004166920E1
1.041319773E1,-3.160000145E-1,9.967000008E0,6.850000024E-1,9.995507499E0
1.041820650E1,-4.309999943E-1,1.000500011E1,6.090000272E-1,1.003277974E1
1.042321541E1,-3.930000067E-1,1.000500011E1,6.090000272E-1,1.003121913E1
1.042822441E1,-4.309999943E-1,1.004300022E1,6.090000272E-1,1.007067503E1
1.043323303E1,-3.549999893E-1,1.000500011E1,4.939999878E-1,1.002347686E1
1.043824156E1,-4.309999943E-1,1.008199978E1,6.090000272E-1,1.010956782E1
1.044325049E1,-4.309999943E-1,9.967000008E0,4.939999878E-1,9.988537738E0
1.044825903E1,-4.690000117E-1,1.011999989E1,5.699999928E-1,1.014688419E1
1.045326689E1,-4.309999943E-1,1.004300022E1,4.560000002E-1,1.006258170E1
1.045827382E1,-5.839999914E-1,1.011999989E1,5.699999928E-1,1.015284953E1
1.046328029E1,-4.690000117E-1,1.000500011E1,5.699999928E-1,1.003219260E1
1.046828644E1,-4.309999943E-1,1.011999989E1,6.470000148E-1,1.014981614E1
1.047329347E1,-5.080000162E-1,1.008199978E1,5.699999928E-1,1.011086957E1
1.047830016E1,-4.690000117E-1,1.008199978E1,5.699999928E-1,1.010898514E1
1.048330677E1,-3.930000067E-1,1.008199978E1,7.620000243E-1,1.011838982E1
1.048831346E1,-5.080000162E-1,1.008199978E1,7.620000243E-1,1.012350866E1
1.049332014E1,-4.690000117E-1,1.011999989E1,7.620000243E-1,1.015947847E1
1.049832730E1,-3.930000067E-1,1.011999989E1,8.000000119E-1,1.015917549E1
1.050333384E1,-3.549999893E-1,1.008199978E1,7.620000243E-1,1.011698515E1
1.050834035E1,-2.779999971E-1,1.011999989E1,6.850000024E-1,1.014696539E1
1.051334904E1,-2.779999971E-1,1.000500011E1,6.850000024E-1,1.003227473E1
1.051835566E1,-2.779999971E-1,1.011999989E1,6.090000272E-1,1.014211826E1
1.052336220E1,-2.399999946E-1,1.000500011E1,6.470000148E-1,1.002877043E1
1.052836886E1,-4.309999943E-1,1.008199978E1,6.850000024E-1,1.011443056E1
1.053337516E1,-3.160000145E-1,1.004300022E1,6.850000024E-1,1.007129259E1
1.053838230E1,-3.930000067E-1,1.011999989E1,6.090000272E-1,1.014592173E1
1.054339092E1,-2.779999971E-1,1.000500011E1,6.470000148E-1,1.002975176E1
1.054839922E1,-3.549999893E-1,1.000500011E1,5.699999928E-1,1.002750977E1
1.055340609E1,-4.309999943E-1,9.967000008E0,5.320000052E-1,9.990489185E0
1.055841324E1,-4.690000117E-1,9.967000008E0,4.560000002E-1,9.988442630E0
1.056342200E1,-4.690000117E-1,9.928000450E0,4.939999878E-1,9.951341112E0
1.056842861E1,-4.309999943E-1,1.000500011E1,4.560000002E-1,1.002465582E1
1.057343507E1,-4.690000117E-1,9.852000237E0,4.939999878E-1,9.875520526E0
1.057844184E1,-3.549999893E-1,1.004300022E1,4.169999957E-1,1.005792063E1
1.058344837E1,-3.549999893E-1,1.004300022E1,4.560000002E-1,1.005961304E1
1.058845483E1,-3.930000067E-1,1.000500011E1,4.560000002E-1,1.002309395E1
1.059346145E1,-4.690000117E-1,1.000500011E1,4.939999878E-1,1.002816156E1
1.059846868E1,-4.690000117E-1,9.928000450E0,4.560000002E-1,9.949527122E0
1.060347601E1,-4.309999943E-1,1.004300022E1,4.939999878E-1,1.006437531E1
1.060848263E1,-5.080000162E-1,9.928000450E0,6.090000272E-1,9.959625394E0
1.061348917E1,-4.690000117E-1,1.000500011E1,5.699999928E-1,1.003219260E1
1.061849617E1,-4.309999943E-1,9.967000008E0,4.939999878E-1,9.988537738E0
1.062350285E1,-4.309999943E-1,9.890000343E0,5.320000052E-1,9.913671963E0
1.062850954E1,-3.160000145E-1,1.000500011E1,6.090000272E-1,1.002849761E1
1.063351601E1,-2.779999971E-1,9.967000008E0,4.939999878E-1,9.983106187E0
1.063852301E1,-3.160000145E-1,1.000500011E1,5.320000052E-1,1.002411629E1
1.064352947E1,-3.160000145E-1,9.967000008E0,6.090000272E-1,9.990586879E0
1.064853638E1,-3.160000145E-1,9.967000008E0,6.470000148E-1,9.992975242E0
1.065354330E1,-4.309999943E-1,9.890000343E0,5.699999928E-1,9.915783770E0
1.065854961E1,-3.549999893E-1,1.000500011E1,6.090000272E-1,1.002980226E1
1.066355656E1,-3.549999893E-1,9.967000008E0,6.090000272E-1,9.991896476E0
1.066856356E1,-3.930000067E-1,1.004300022E1,6.850000024E-1,1.007400255E1
1.067357009E1,-3.549999893E-1,1.004300022E1,7.239999771E-1,1.007531907E1
1.067857632E1,-3.930000067E-1,9.967000008E0,6.850000024E-1,9.998238003E0
1.068358306E1,-3.930000067E-1,1.008199978E1,6.850000024E-1,1.011288255E1
1.068858983E1,-5.080000162E-1,1.011999989E1,7.239999771E-1,1.015857459E1
1.069359590E1,-4.690000117E-1,1.004300022E1,6.470000148E-1,1.007474186E1
1.069860344E1,-3.930000067E-1,1.004300022E1,5.699999928E-1,1.006683676E1
1.070361231E1,-3.930000067E-1,1.004300022E1,5.699999928E-1,1.006683676E1
1.070862116E1,-4.690000117E-1,1.000500011E1,6.090000272E-1,1.003448401E1
1.071362986E1,-4.690000117E-1,1.004300022E1,5.320000052E-1,1.006801065E1
1.071863886E1,-5.080000162E-1,1.000500011E1,5.320000052E-1,1.003200455E1
1.072364793E1,-4.690000117E-1,9.967000008E0,5.699999928E-1,9.994295881E0
1.072865653E1,-3.930000067E-1,1.000500011E1,5.699999928E-1,1.002892698E1
1.073366445E1,-3.930000067E-1,9.967000008E0,5.699999928E-1,9.991017874E0
1.073867045E1,-4.309999943E-1,1.011999989E1,6.470000148E-1,1.014981614E1
1.074367753E1,-3.930000067E-1,1.000500011E1,5.699999928E-1,1.002892698E1
1.074868391E1,-3.930000067E-1,9.928000450E0,5.699999928E-1,9.952112436E0
1.075369047E1,-3.160000145E-1,1.008199978E1,6.090000272E-1,1.010531823E1
1.075869801E1,-3.930000067E-1,1.008199978E1,6.090000272E-1,1.010801907E1
1.076370541E1,-3.549999893E-1,1.011999989E1,6.850000024E-1,1.014936686E1
1.076871264E1,-2.779999971E-1,1.004300022E1,6.850000024E-1,1.007017192E1
1.077372218E1,-3.930000067E-1,1.008199978E1,6.090000272E-1,1.010801907E1
1.077873133E1,-2.010000050E-1,1.011999989E1,6.850000024E-1,1.014514779E1
1.078374017E1,-3.160000145E-1,9.967000008E0,5.320000052E-1,9.986188921E0
1.078874925E1,-3.160000145E-1,1.008199978E1,6.090000272E-1,1.010531823E1
1.079375888E1,-2.779999971E-1,1.008199978E1,5.699999928E-1,1.010192573E1
1.079876834E1,-2.779999971E-1,1.015799999E1,5.320000052E-1,1.017571972E1
1.080377703E1,-3.930000067E-1,1.011999989E1,5.320000052E-1,1.014159113E1
1.080878435E1,-3.549999893E-1,1.015799999E1,6.850000024E-1,1.018725742E1
1.081379104E1,-4.690000117E-1,1.015799999E1,5.699999928E-1,1.018478399E1
1.081879958E1,-4.309999943E-1,1.015799999E1,6.470000148E-1,1.018770503E1
1.082380842E1,-5.460000038E-1,1.004300022E1,6.470000148E-1,1.007861987E1
1.082881727E1,-6.230000257E-1,1.004300022E1,6.090000272E-1,1.008071741E1
1.083382596E1,-7.379999757E-1,1.000500011E1,6.850000024E-1,1.005554058E1
1.083883442E1,-7.379999757E-1,1.000500011E1,6.850000024E-1,1.005554058E1
1.084384371E1,-6.230000257E-1,1.008199978E1,7.239999771E-1,1.012714296E1
1.084885271E1,-5.839999914E-1,9.967000008E0,7.620000243E-1,1.001313084E1
1.085386196E1,-5.460000038E-1,9.967000008E0,7.239999771E-1,1.000816572E1
1.085887066E1,-5.839999914E-1,1.004300022E1,7.239999771E-1,1.008598460E1
1.086387899E1,-5.080000162E-1,9.928000450E0,8.389999866E-1,9.976330885E0
1.086888730E1,-4.309999943E-1,9.967000008E0,8.389999866E-1,1.001153191E1
1.087389553E1,-5.080000162E-1,1.000500011E1,8.389999866E-1,1.005296037E1
1.087890384E1,-4.309999943E-1,9.967000008E0,8.389999866E-1,1.001153191E1
1.088391253E1,-4.309999943E-1,9.928000450E0,7.620000243E-1,9.966523866E0
1.088892114E1,-3.930000067E-1,1.004300022E1,7.239999771E-1,1.007672955E1
1.089392999E1,-3.930000067E-1,1.004300022E1,6.470000148E-1,1.007149003E1
1.089893914E1,-4.309999943E-1,1.004300022E1,5.699999928E-1,1.006839185E1
1.090394854E1,-4.309999943E-1,1.008199978E1,6.470000148E-1,1.011192808E1
1.090895824E1,-3.930000067E-1,1.000500011E1,4.560000002E-1,1.002309395E1
1.091396601E1,-3.549999893E-1,1.011999989E1,4.560000002E-1,1.013648651E1
1.091897278E1,-3.930000067E-1,1.000500011E1,4.560000002E-1,1.002309395E1
1.092398116E1,-4.309999943E-1,1.004300022E1,4.560000002E-1,1.006258170E1
1.092898939E1,-5.080000162E-1,1.004300022E1,4.939999878E-1,1.006796670E1
1.093399854E1,-5.460000038E-1,1.008199978E1,5.699999928E-1,1.011285002E1
1.093900777E1,-5.080000162E-1,1.000500011E1,5.320000052E-1,1.003200455E1
1.094401628E1,-4.690000117E-1,1.004300022E1,7.239999771E-1,1.007997968E1
1.094902313E1,-3.930000067E-1,1.000500011E1,6.850000024E-1,1.003611983E1
1.095402998E1,-3.160000145E-1,1.000500011E1,7.239999771E-1,1.003613767E1
1.095903636E1,-3.549999893E-1,9.928000450E0,6.470000148E-1,9.955391853E0
1.096404319E1,-2.779999971E-1,9.967000008E0,6.850000024E-1,9.994378328E0
1.096904972E1,-2.399999946E-1,9.928000450E0,5.699999928E-1,9.947245494E0
1.097405625E1,-2.779999971E-1,1.000500011E1,5.320000052E-1,1.002299034E1
1.097906302E1,-2.779999971E-1,9.890000343E0,6.470000148E-1,9.915039072E0
1.098407095E1,-2.010000050E-1,9.967000008E0,7.239999771E-1,9.995282193E0
1.098908010E1,-2.779999971E-1,9.967000008E0,7.239999771E-1,9.997127043E0
1.099408711E1,-2.779999971E-1,9.967000008E0,7.239999771E-1,9.997127043E0
1.099909403E1,-3.160000145E-1,1.000500011E1,7.620000243E-1,1.003895051E1
1.100410035E1,-3.549999893E-1,1.004300022E1,8.000000119E-1,1.008106534E1
1.100910681E1,-4.690000117E-1,1.008199978E1,9.150000215E-1,1.013429354E1
1.101411473E1,-4.690000117E-1,1.008199978E1,8.389999866E-1,1.012771453E1
1.101912235E1,-5.839999914E-1,1.000500011E1,8.000000119E-1,1.005390886E1
1.102412973E1,-5.839999914E-1,1.004300022E1,8.769999743E-1,1.009812054E1
1.102913673E1,-4.309999943E-1,1.011999989E1,7.239999771E-1,1.015501525E1
1.103414382E1,-4.690000117E-1,1.011999989E1,8.000000119E-1,1.016239926E1
1.103915113E1,-5.460000038E-1,1.004300022E1,8.000000119E-1,1.008959709E1
1.104415826E1,-5.080000162E-1,1.011999989E1,7.620000243E-1,1.016135354E1
1.104916549E1,-4.690000117E-1,1.004300022E1,8.000000119E-1,1.008572330E1
1.105417235E1,-4.690000117E-1,1.004300022E1,7.239999771E-1,1.007997968E1
1.105917950E1,-3.930000067E-1,1.011999989E1,6.850000024E-1,1.015076705E1
1.106418673E1,-3.549999893E-1,1.008199978E1,6.470000148E-1,1.010897391E1
1.106919381E1,-2.779999971E-1,1.004300022E1,7.620000243E-1,1.007570253E1
1.107420142E1,-2.779999971E-1,9.967000008E0,6.850000024E-1,9.994378328E0
1.107920857E1,-3.160000145E-1,1.004300022E1,6.470000148E-1,1.006877939E1
1.108421612E1,-2.399999946E-1,1.008199978E1,6.850000024E-1,1.010809302E1
1.108922512E1,-2.779999971E-1,9.967000008E0,6.850000024E-1,9.994378328E0
1.109423226E1,-3.549999893E-1,1.008199978E1,4.560000002E-1,1.009854844E1
1.109923941E1,-3.160000145E-1,1.004300022E1,4.939999878E-1,1.006010663E1
1.110424651E1,-3.930000067E-1,1.000500011E1,5.320000052E-1,1.002683900E1
1.110925374E1,-3.930000067E-1,1.000500011E1,4.939999878E-1,1.002489463E1
1.111426020E1,-2.779999971E-1,1.008199978E1,4.939999878E-1,1.009792254E1
1.111926728E1,-4.309999943E-1,1.004300022E1,5.699999928E-1,1.006839185E1
1.112427572E1,-4.690000117E-1,1.000500011E1,5.320000052E-1,1.003010530E1
1.112928480E1,-5.080000162E-1,1.008199978E1,4.939999878E-1,1.010686992E1
1.113429401E1,-4.690000117E-1,1.008199978E1,6.850000024E-1,1.011612107E1
