"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
5.573213246E0,-9.999999776E-3,8.663999557E0,4.822999954E0,9.915962731E0
5.578222707E0,1.040000021E-1,8.663999557E0,4.861000061E0,9.935040308E0
5.583231433E0,2.800000086E-2,8.663999557E0,4.861000061E0,9.934535416E0
5.588239663E0,2.800000086E-2,8.626000404E0,4.938000202E0,9.939442287E0
5.593248822E0,2.800000086E-2,8.626000404E0,4.938000202E0,9.939442287E0
5.598257438E0,-9.999999776E-3,8.586999893E0,4.975999832E0,9.924577648E0
5.603266356E0,-9.999999776E-3,8.663999557E0,4.975999832E0,9.991274326E0
5.608275125E0,2.800000086E-2,8.586999893E0,5.013999939E0,9.943718950E0
5.613284062E0,6.599999964E-2,8.626000404E0,5.091000080E0,1.001651241E1
5.618292370E0,6.599999964E-2,8.663999557E0,5.166999817E0,1.008796964E1
5.623301216E0,6.599999964E-2,8.626000404E0,5.166999817E0,1.005535311E1
5.628310443E0,-9.999999776E-3,8.626000404E0,5.205999851E0,1.007523783E1
5.633319520E0,1.040000021E-1,8.663999557E0,5.205999851E0,1.010832028E1
5.638328831E0,1.040000021E-1,8.701999664E0,5.166999817E0,1.012094369E1
5.643339447E0,6.599999964E-2,8.701999664E0,5.091000080E0,1.008203531E1
5.648348827E0,6.599999964E-2,8.701999664E0,5.091000080E0,1.008203531E1
5.653358212E0,2.800000086E-2,8.626000404E0,5.129000187E0,1.003570176E1
5.658367207E0,6.599999964E-2,8.586999893E0,5.129000187E0,1.000237802E1
5.663376669E0,2.800000086E-2,8.586999893E0,4.975999832E0,9.924612108E0
5.668386101E0,6.599999964E-2,8.548999786E0,4.975999832E0,9.891932454E0
5.673395101E0,-9.999999776E-3,8.586999893E0,5.013999939E0,9.943684556E0
5.678403640E0,6.599999964E-2,8.510999680E0,5.013999939E0,9.878343329E0
5.683412409E0,-9.999999776E-3,8.548999786E0,4.975999832E0,9.891717327E0
5.688421467E0,-9.999999776E-3,8.472999573E0,4.975999832E0,9.826107881E0
5.693430082E0,2.800000086E-2,8.586999893E0,5.129000187E0,1.000219946E1
5.698438467E0,2.800000086E-2,8.548999786E0,5.052999973E0,9.930709445E0
5.703447616E0,2.800000086E-2,8.548999786E0,5.091000080E0,9.950098651E0
5.708456539E0,2.800000086E-2,8.586999893E0,5.243999958E0,1.006165427E1
5.713466303E0,-9.999999776E-3,8.586999893E0,5.166999817E0,1.002170416E1
5.718475765E0,-9.999999776E-3,8.510999680E0,5.091000080E0,9.917434011E0
5.723484899E0,-9.999999776E-3,8.548999786E0,5.013999939E0,9.910887586E0
5.728493438E0,6.599999964E-2,8.510999680E0,4.938000202E0,9.839985647E0
5.733502515E0,-9.999999776E-3,8.472999573E0,5.052999973E0,9.865324652E0
5.738511438E0,2.800000086E-2,8.586999893E0,5.013999939E0,9.943718950E0
5.743520520E0,-4.800000042E-2,8.586999893E0,4.975999832E0,9.924688685E0
5.748528751E0,-4.800000042E-2,8.510999680E0,4.975999832E0,9.859005724E0
5.753537130E0,-9.999999776E-3,8.548999786E0,4.975999832E0,9.891717327E0
5.758545592E0,-4.800000042E-2,8.510999680E0,4.861000061E0,9.801466275E0
5.763554491E0,-8.600000292E-2,8.510999680E0,4.938000202E0,9.840140118E0
5.768564260E0,-4.800000042E-2,8.586999893E0,4.975999832E0,9.924688685E0
5.773573265E0,-1.250000000E-1,8.510999680E0,4.938000202E0,9.840558243E0
5.778582265E0,2.800000086E-2,8.626000404E0,4.975999832E0,9.958375435E0
5.783590664E0,-4.800000042E-2,8.586999893E0,4.975999832E0,9.924688685E0
5.788599664E0,6.599999964E-2,8.510999680E0,4.938000202E0,9.839985647E0
5.793607746E0,2.800000086E-2,8.663999557E0,4.975999832E0,9.991308556E0
5.798617053E0,2.800000086E-2,8.663999557E0,4.938000202E0,9.972437933E0
5.803626125E0,-8.600000292E-2,8.626000404E0,4.975999832E0,9.958707411E0
5.808635279E0,1.040000021E-1,8.586999893E0,4.975999832E0,9.925117505E0
5.813644510E0,1.040000021E-1,8.626000404E0,5.052999973E0,9.997575091E0
5.818653972E0,1.040000021E-1,8.701999664E0,5.129000187E0,1.010159676E1
5.823663731E0,6.599999964E-2,8.626000404E0,5.091000080E0,1.001651241E1
5.828673038E0,1.040000021E-1,8.548999786E0,5.013999939E0,9.911428189E0
5.833682654E0,2.800000086E-2,8.663999557E0,5.013999939E0,1.001028809E1
5.838692592E0,6.599999964E-2,8.586999893E0,5.091000080E0,9.982945707E0
5.843702284E0,6.599999964E-2,8.586999893E0,5.013999939E0,9.943898559E0
5.848712356E0,2.800000086E-2,8.586999893E0,5.013999939E0,9.943718950E0
5.853721664E0,1.040000021E-1,8.548999786E0,5.129000187E0,9.970098107E0
5.858731433E0,6.599999964E-2,8.510999680E0,5.052999973E0,9.898195809E0
5.863740818E0,1.040000021E-1,8.626000404E0,5.129000187E0,1.003620157E1
5.868750356E0,1.040000021E-1,8.626000404E0,5.166999817E0,1.005567432E1
5.873758895E0,1.430000067E-1,8.626000404E0,5.205999851E0,1.007624764E1
5.878768587E0,2.569999993E-1,8.663999557E0,5.166999817E0,1.009102693E1
5.883778433E0,1.040000021E-1,8.663999557E0,5.129000187E0,1.006888014E1
5.888788433E0,1.430000067E-1,8.626000404E0,5.052999973E0,9.998056847E0
5.893798659E0,1.430000067E-1,8.548999786E0,5.091000080E0,9.951086783E0
5.898808351E0,-4.800000042E-2,8.548999786E0,5.052999973E0,9.930785975E0
5.903818058E0,-9.999999776E-3,8.548999786E0,5.091000080E0,9.950064279E0
5.908825596E0,6.599999964E-2,8.548999786E0,5.013999939E0,9.911102297E0
5.913833433E0,1.040000021E-1,8.472999573E0,5.052999973E0,9.865867752E0
5.918841049E0,-9.999999776E-3,8.510999680E0,5.129000187E0,9.936994438E0
5.923848457E0,6.599999964E-2,8.626000404E0,5.091000080E0,1.001651241E1
5.928855534E0,6.599999964E-2,8.741000175E0,5.052999973E0,1.009664542E1
5.933863001E0,1.430000067E-1,8.586999893E0,5.052999973E0,9.964427976E0
5.938870308E0,6.599999964E-2,8.586999893E0,5.052999973E0,9.963620421E0
5.943878087E0,-9.999999776E-3,8.586999893E0,5.129000187E0,1.000216527E1
5.948886087E0,2.800000086E-2,8.586999893E0,5.166999817E0,1.002173829E1
5.953893760E0,6.599999964E-2,8.626000404E0,5.052999973E0,9.997252008E0
5.958901298E0,6.599999964E-2,8.626000404E0,5.013999939E0,9.977596623E0
5.963908452E0,6.599999964E-2,8.586999893E0,4.975999832E0,9.924792063E0
5.968916145E0,-9.999999776E-3,8.548999786E0,4.975999832E0,9.891717327E0
5.973924053E0,6.599999964E-2,8.586999893E0,5.052999973E0,9.963620421E0
5.978931360E0,-4.800000042E-2,8.548999786E0,4.899000168E0,9.853319440E0
5.983939360E0,-8.600000292E-2,8.586999893E0,4.899000168E0,9.886564915E0
5.988946976E0,2.800000086E-2,8.586999893E0,4.861000061E0,9.867455232E0
5.993954842E0,2.800000086E-2,8.586999893E0,4.861000061E0,9.867455232E0
5.998962842E0,-8.600000292E-2,8.472999573E0,4.861000061E0,9.768748096E0
6.003970557E0,2.800000086E-2,8.510999680E0,4.899000168E0,9.820290331E0
6.008977788E0,-9.999999776E-3,8.510999680E0,4.899000168E0,9.820255505E0
6.013984803E0,2.800000086E-2,8.586999893E0,4.975999832E0,9.924612108E0
6.018992419E0,6.599999964E-2,8.510999680E0,5.013999939E0,9.878343329E0
6.023999894E0,2.800000086E-2,8.586999893E0,4.938000202E0,9.905614426E0
6.029007663E0,6.599999964E-2,8.548999786E0,4.899000168E0,9.853423567E0
6.034015063E0,2.800000086E-2,8.548999786E0,5.013999939E0,9.910922093E0
6.039022909E0,-8.600000292E-2,8.548999786E0,4.938000202E0,9.873025845E0
6.044030764E0,-9.999999776E-3,8.548999786E0,5.052999973E0,9.930675006E0
6.049037918E0,6.599999964E-2,8.626000404E0,5.091000080E0,1.001651241E1
6.054045303E0,2.800000086E-2,8.626000404E0,5.129000187E0,1.003570176E1
6.059053009E0,6.599999964E-2,8.663999557E0,5.129000187E0,1.006855934E1
6.064060009E0,-9.999999776E-3,8.586999893E0,5.129000187E0,1.000216527E1
6.069067621E0,2.800000086E-2,8.626000404E0,5.129000187E0,1.003570176E1
6.074075390E0,6.599999964E-2,8.586999893E0,5.013999939E0,9.943898559E0
6.079083394E0,2.800000086E-2,8.701999664E0,4.975999832E0,1.002427835E1
6.084090778E0,-9.999999776E-3,8.586999893E0,4.938000202E0,9.905579900E0
6.089098394E0,1.040000021E-1,8.626000404E0,5.091000080E0,1.001683487E1
6.094105841E0,1.430000067E-1,8.548999786E0,5.091000080E0,9.951086783E0
6.099113380E0,-8.600000292E-2,8.586999893E0,5.052999973E0,9.963772975E0
6.104121255E0,2.800000086E-2,8.626000404E0,5.013999939E0,9.977417620E0
6.109129178E0,-4.800000042E-2,8.586999893E0,5.013999939E0,9.943795380E0
6.114137024E0,-4.800000042E-2,8.626000404E0,4.899000168E0,9.920201088E0
6.119144650E0,2.800000086E-2,8.586999893E0,4.938000202E0,9.905614426E0
6.124152573E0,2.800000086E-2,8.586999893E0,4.938000202E0,9.905614426E0
6.129160804E0,2.800000086E-2,8.586999893E0,5.013999939E0,9.943718950E0
6.134171106E0,-9.999999776E-3,8.663999557E0,4.938000202E0,9.972403638E0
6.139182183E0,-9.999999776E-3,8.548999786E0,4.975999832E0,9.891717327E0
6.144191019E0,1.040000021E-1,8.663999557E0,4.938000202E0,9.972940907E0
6.149200096E0,-9.999999776E-3,8.663999557E0,5.013999939E0,1.001025393E1
6.154209722E0,1.040000021E-1,8.626000404E0,5.013999939E0,9.977920343E0
6.159219337E0,-9.999999776E-3,8.626000404E0,5.052999973E0,9.997039147E0
6.164227659E0,-4.800000042E-2,8.626000404E0,4.975999832E0,9.958451752E0
6.169236582E0,-4.800000042E-2,8.586999893E0,5.052999973E0,9.963517446E0
6.174244813E0,-4.800000042E-2,8.701999664E0,5.013999939E0,1.004327126E1
6.179252890E0,-4.800000042E-2,8.626000404E0,4.899000168E0,9.920201088E0
6.184261659E0,-9.999999776E-3,8.586999893E0,5.052999973E0,9.963406842E0
6.189270625E0,1.040000021E-1,8.663999557E0,4.975999832E0,9.991810580E0
6.194279240E0,2.800000086E-2,8.626000404E0,5.013999939E0,9.977417620E0
6.199288082E0,2.800000086E-2,8.701999664E0,5.166999817E0,1.012044808E1
6.204297006E0,-8.600000292E-2,8.586999893E0,5.052999973E0,9.963772975E0
6.209305760E0,1.040000021E-1,8.663999557E0,5.052999973E0,1.003037951E1
6.214314452E0,6.599999964E-2,8.586999893E0,4.899000168E0,9.886411169E0
6.219322683E0,-4.800000042E-2,8.586999893E0,4.938000202E0,9.905691150E0
6.224331452E0,-9.999999776E-3,8.626000404E0,4.899000168E0,9.920090001E0
6.229339832E0,-9.999999776E-3,8.663999557E0,4.899000168E0,9.953149802E0
6.234348139E0,2.800000086E-2,8.663999557E0,5.013999939E0,1.001028809E1
6.239356130E0,6.599999964E-2,8.548999786E0,5.013999939E0,9.911102297E0
6.244363900E0,1.040000021E-1,8.626000404E0,5.052999973E0,9.997575091E0
6.249371044E0,-9.999999776E-3,8.586999893E0,5.091000080E0,9.982732541E0
6.254377659E0,-9.999999776E-3,8.626000404E0,5.129000187E0,1.003566769E1
6.259386126E0,-4.800000042E-2,8.510999680E0,5.091000080E0,9.917545128E0
6.264394510E0,2.800000086E-2,8.701999664E0,5.129000187E0,1.010110019E1
6.269403351E0,2.800000086E-2,8.626000404E0,5.091000080E0,1.001633410E1
6.274412197E0,-9.999999776E-3,8.586999893E0,5.091000080E0,9.982732541E0
6.279421264E0,-9.999999776E-3,8.586999893E0,4.938000202E0,9.905579900E0
6.284429572E0,-4.800000042E-2,8.548999786E0,4.899000168E0,9.853319440E0
6.289437702E0,-4.800000042E-2,8.548999786E0,4.822999954E0,9.815754169E0
6.294445779E0,-9.999999776E-3,8.586999893E0,4.783999920E0,9.829716293E0
6.299453948E0,-4.800000042E-2,8.626000404E0,4.822999954E0,9.882890040E0
6.304462332E0,2.800000086E-2,8.586999893E0,4.899000168E0,9.886230516E0
6.309470500E0,-4.800000042E-2,8.626000404E0,4.899000168E0,9.920201088E0
6.314479193E0,6.599999964E-2,8.663999557E0,4.975999832E0,9.991487310E0
6.319487264E0,2.800000086E-2,8.626000404E0,4.899000168E0,9.920124476E0
6.324493726E0,2.800000086E-2,8.701999664E0,4.899000168E0,9.986279828E0
6.329499870E0,-8.600000292E-2,8.626000404E0,4.975999832E0,9.958707411E0
6.334505331E0,-9.999999776E-3,8.548999786E0,4.822999954E0,9.815641900E0
6.339511866E0,6.599999964E-2,8.586999893E0,4.938000202E0,9.905794726E0
6.344518404E0,2.800000086E-2,8.548999786E0,5.013999939E0,9.910922093E0
6.349525341E0,2.800000086E-2,8.586999893E0,5.129000187E0,1.000219946E1
6.354532418E0,-8.600000292E-2,8.586999893E0,5.052999973E0,9.963772975E0
6.359538861E0,6.599999964E-2,8.548999786E0,5.052999973E0,9.930889289E0
6.364545553E0,2.800000086E-2,8.548999786E0,4.975999832E0,9.891751901E0
6.369552323E0,-4.800000042E-2,8.548999786E0,5.052999973E0,9.930785975E0
6.374558179E0,-9.999999776E-3,8.626000404E0,5.013999939E0,9.977383343E0
6.379566025E0,6.599999964E-2,8.586999893E0,4.975999832E0,9.924792063E0
6.384574789E0,-1.250000000E-1,8.586999893E0,5.052999973E0,9.964185912E0
6.389583712E0,2.800000086E-2,8.663999557E0,4.938000202E0,9.972437933E0
6.394592952E0,2.800000086E-2,8.626000404E0,4.899000168E0,9.920124476E0
6.399602183E0,2.800000086E-2,8.626000404E0,4.822999954E0,9.882813139E0
6.404610106E0,2.800000086E-2,8.663999557E0,4.938000202E0,9.972437933E0
6.409618644E0,6.599999964E-2,8.663999557E0,4.975999832E0,9.991487310E0
6.414626736E0,2.800000086E-2,8.741000175E0,4.899000168E0,1.002028297E1
6.419635506E0,1.040000021E-1,8.663999557E0,4.899000168E0,9.953688109E0
6.424643890E0,6.599999964E-2,8.701999664E0,5.013999939E0,1.004337341E1
6.429653116E0,-9.999999776E-3,8.586999893E0,5.013999939E0,9.943684556E0
6.434662270E0,-9.999999776E-3,8.701999664E0,4.899000168E0,9.986245581E0
6.439671193E0,1.040000021E-1,8.626000404E0,4.938000202E0,9.939946930E0
6.444680347E0,2.800000086E-2,8.586999893E0,4.899000168E0,9.886230516E0
6.449688717E0,-9.999999776E-3,8.586999893E0,4.899000168E0,9.886195922E0
6.454697102E0,-9.999999776E-3,8.586999893E0,4.861000061E0,9.867420573E0
6.459705644E0,-8.600000292E-2,8.510999680E0,4.938000202E0,9.840140118E0
6.464714337E0,-4.800000042E-2,8.548999786E0,4.975999832E0,9.891828733E0
6.469723549E0,-4.800000042E-2,8.626000404E0,4.975999832E0,9.958451752E0
6.474732164E0,-9.999999776E-3,8.510999680E0,4.975999832E0,9.858893948E0
6.479743241E0,-9.999999776E-3,8.586999893E0,4.938000202E0,9.905579900E0
6.484752707E0,-9.999999776E-3,8.586999893E0,5.013999939E0,9.943684556E0
6.489761400E0,-4.800000042E-2,8.586999893E0,4.975999832E0,9.924688685E0
6.494771174E0,-9.999999776E-3,8.510999680E0,4.861000061E0,9.801353842E0
6.499780405E0,-8.600000292E-2,8.548999786E0,4.975999832E0,9.892086114E0
6.504789716E0,-9.999999776E-3,8.626000404E0,4.938000202E0,9.939407878E0
6.509796947E0,-8.600000292E-2,8.548999786E0,4.861000061E0,9.834740207E0
6.514803651E0,-1.630000025E-1,8.586999893E0,4.899000168E0,9.887534516E0
6.519811804E0,-1.630000025E-1,8.510999680E0,4.938000202E0,9.841114294E0
6.524820660E0,-4.800000042E-2,8.510999680E0,4.822999954E0,9.782675917E0
6.529829583E0,-8.600000292E-2,8.548999786E0,4.899000168E0,9.853577827E0
6.534838583E0,-8.600000292E-2,8.472999573E0,4.975999832E0,9.826479130E0
6.539847660E0,-1.630000025E-1,8.626000404E0,4.938000202E0,9.940739307E0
6.544855962E0,-8.600000292E-2,8.701999664E0,4.899000168E0,9.986610877E0
6.549864347E0,-4.800000042E-2,8.548999786E0,5.052999973E0,9.930785975E0
6.554870627E0,-4.800000042E-2,8.586999893E0,4.938000202E0,9.905691150E0
6.559877011E0,-4.800000042E-2,8.663999557E0,4.938000202E0,9.972514143E0
6.564884073E0,-9.999999776E-3,8.548999786E0,4.938000202E0,9.872656347E0
6.569890919E0,-1.630000025E-1,8.586999893E0,4.938000202E0,9.906915875E0
6.574898088E0,2.800000086E-2,8.626000404E0,4.938000202E0,9.939442287E0
6.579905088E0,2.800000086E-2,8.663999557E0,4.975999832E0,9.991308556E0
6.584912165E0,2.800000086E-2,8.663999557E0,5.052999973E0,1.002987941E1
6.589919242E0,6.599999964E-2,8.663999557E0,5.013999939E0,1.001046651E1
6.594926550E0,6.599999964E-2,8.586999893E0,5.129000187E0,1.000237802E1
6.599935627E0,-4.800000042E-2,8.548999786E0,5.013999939E0,9.910998776E0
6.604943781E0,1.040000021E-1,8.626000404E0,4.938000202E0,9.939946930E0
6.609952319E0,6.599999964E-2,8.663999557E0,5.013999939E0,1.001046651E1
6.614960776E0,1.040000021E-1,8.663999557E0,5.013999939E0,1.001078917E1
6.619968699E0,6.599999964E-2,8.663999557E0,4.975999832E0,9.991487310E0
6.624977251E0,1.430000067E-1,8.701999664E0,4.938000202E0,1.000645258E1
6.629986251E0,1.040000021E-1,8.741000175E0,4.975999832E0,1.005865172E1
6.634995092E0,-9.999999776E-3,8.663999557E0,4.938000202E0,9.972403638E0
6.640003862E0,1.040000021E-1,8.586999893E0,4.938000202E0,9.906120793E0
6.645013036E0,2.800000086E-2,8.663999557E0,4.861000061E0,9.934535416E0
6.650022189E0,-4.800000042E-2,8.586999893E0,4.899000168E0,9.886307390E0
6.655030939E0,2.800000086E-2,8.586999893E0,4.861000061E0,9.867455232E0
6.660037708E0,2.800000086E-2,8.586999893E0,4.938000202E0,9.905614426E0
6.665044097E0,-9.999999776E-3,8.548999786E0,5.013999939E0,9.910887586E0
6.670051713E0,6.599999964E-2,8.586999893E0,4.938000202E0,9.905794726E0
6.675060646E0,-9.999999776E-3,8.548999786E0,4.899000168E0,9.853207599E0
6.680068723E0,1.040000021E-1,8.626000404E0,5.052999973E0,9.997575091E0
6.685076800E0,1.040000021E-1,8.586999893E0,5.052999973E0,9.963944595E0
6.690085327E0,1.040000021E-1,8.548999786E0,5.013999939E0,9.911428189E0
6.695094097E0,2.800000086E-2,8.548999786E0,5.013999939E0,9.910922093E0
6.700102404E0,6.599999964E-2,8.510999680E0,5.129000187E0,9.937208585E0
6.705111164E0,-9.999999776E-3,8.626000404E0,5.091000080E0,1.001629996E1
6.710117395E0,2.800000086E-2,8.548999786E0,5.091000080E0,9.950098651E0
6.715123394E0,2.800000086E-2,8.626000404E0,5.129000187E0,1.003570176E1
6.720129317E0,6.599999964E-2,8.510999680E0,5.091000080E0,9.917648580E0
6.725135399E0,6.599999964E-2,8.626000404E0,5.013999939E0,9.977596623E0
6.730141861E0,6.599999964E-2,8.701999664E0,5.013999939E0,1.004337341E1
6.735147799E0,2.800000086E-2,8.626000404E0,4.975999832E0,9.958375435E0
6.740153953E0,-9.999999776E-3,8.626000404E0,4.822999954E0,9.882778533E0
6.745160645E0,-4.800000042E-2,8.663999557E0,4.861000061E0,9.934611916E0
6.750167184E0,-8.600000292E-2,8.741000175E0,4.822999954E0,9.983677109E0
6.755173707E0,-9.999999776E-3,8.663999557E0,4.861000061E0,9.934500990E0
6.760179938E0,-8.600000292E-2,8.586999893E0,4.975999832E0,9.924945214E0
6.765186457E0,-4.800000042E-2,8.663999557E0,4.938000202E0,9.972514143E0
6.770192996E0,-9.999999776E-3,8.626000404E0,4.975999832E0,9.958341092E0
6.775199827E0,2.800000086E-2,8.663999557E0,4.975999832E0,9.991308556E0
6.780206596E0,6.599999964E-2,8.548999786E0,5.013999939E0,9.911102297E0
6.785213611E0,1.430000067E-1,8.586999893E0,5.013999939E0,9.944707716E0
6.790220073E0,6.599999964E-2,8.663999557E0,5.013999939E0,1.001046651E1
6.795226741E0,-8.600000292E-2,8.586999893E0,4.975999832E0,9.924945214E0
6.800233356E0,-4.800000042E-2,8.626000404E0,5.013999939E0,9.977493792E0
6.805239510E0,6.599999964E-2,8.586999893E0,4.899000168E0,9.886411169E0
6.810245972E0,-9.999999776E-3,8.586999893E0,4.822999954E0,9.848756050E0
6.815252798E0,6.599999964E-2,8.626000404E0,4.822999954E0,9.882993855E0
6.820259798E0,2.800000086E-2,8.586999893E0,4.745999813E0,9.811313133E0
6.825267130E0,1.040000021E-1,8.701999664E0,4.822999954E0,9.949720736E0
6.830273899E0,-9.999999776E-3,8.586999893E0,4.975999832E0,9.924577648E0
6.835280818E0,-4.800000042E-2,8.663999557E0,4.938000202E0,9.972514143E0
6.840287587E0,2.800000086E-2,8.510999680E0,4.975999832E0,9.858928637E0
6.845294414E0,6.599999964E-2,8.663999557E0,5.205999851E0,1.010800073E1
6.850302260E0,1.040000021E-1,8.510999680E0,5.205999851E0,9.977492972E0
6.855311203E0,2.189999968E-1,8.663999557E0,5.243999958E0,1.012977714E1
6.860320357E0,2.960000038E-1,8.548999786E0,5.396999836E0,1.011437692E1
6.865328958E0,2.960000038E-1,8.586999893E0,5.435999870E0,1.016731419E1
6.870337650E0,1.809999943E-1,8.586999893E0,5.359000206E0,1.012364615E1
6.875346420E0,1.040000021E-1,8.626000404E0,5.282000065E0,1.011524709E1
6.880353122E0,6.599999964E-2,8.548999786E0,5.129000187E0,9.969774133E0
6.885362045E0,2.800000086E-2,8.510999680E0,5.052999973E0,9.898015371E0
6.890370958E0,2.800000086E-2,8.510999680E0,4.861000061E0,9.801388735E0
6.895380035E0,6.599999964E-2,8.510999680E0,4.975999832E0,9.859109791E0
6.900389150E0,6.599999964E-2,8.586999893E0,4.861000061E0,9.867636230E0
6.905397996E0,-4.800000042E-2,8.548999786E0,4.938000202E0,9.872767968E0
6.910406847E0,6.599999964E-2,8.548999786E0,4.822999954E0,9.815858694E0
6.915415693E0,-9.999999776E-3,8.586999893E0,4.822999954E0,9.848756050E0
6.920424309E0,6.599999964E-2,8.626000404E0,4.861000061E0,9.901593840E0
6.925432770E0,1.430000067E-1,8.510999680E0,4.975999832E0,9.859925906E0
6.930440847E0,1.040000021E-1,8.548999786E0,4.938000202E0,9.873199043E0
6.935449314E0,6.599999964E-2,8.586999893E0,4.975999832E0,9.924792063E0
6.940458160E0,1.040000021E-1,8.586999893E0,4.938000202E0,9.906120793E0
6.945466924E0,6.599999964E-2,8.548999786E0,5.013999939E0,9.911102297E0
6.950475617E0,2.800000086E-2,8.510999680E0,5.052999973E0,9.898015371E0
6.955484775E0,2.800000086E-2,8.586999893E0,5.013999939E0,9.943718950E0
6.960494006E0,1.430000067E-1,8.586999893E0,5.091000080E0,9.983751699E0
6.965503415E0,1.040000021E-1,8.548999786E0,5.091000080E0,9.950602754E0
6.970512338E0,2.800000086E-2,8.548999786E0,5.129000187E0,9.969594990E0
6.975521718E0,6.599999964E-2,8.626000404E0,5.129000187E0,1.003587973E1
6.980531025E0,1.040000021E-1,8.548999786E0,5.166999817E0,9.989699718E0
6.985539429E0,1.040000021E-1,8.586999893E0,5.282000065E0,1.008200912E1
6.990546737E0,1.040000021E-1,8.586999893E0,5.282000065E0,1.008200912E1
6.995555107E0,-9.999999776E-3,8.510999680E0,5.205999851E0,9.976955948E0
7.000563415E0,1.040000021E-1,8.586999893E0,5.166999817E0,1.002223879E1
7.005571227E0,6.599999964E-2,8.510999680E0,5.091000080E0,9.917648580E0
7.010579842E0,6.599999964E-2,8.548999786E0,4.975999832E0,9.891932454E0
7.015588386E0,-9.999999776E-3,8.586999893E0,5.091000080E0,9.982732541E0
7.020597309E0,-9.999999776E-3,8.548999786E0,5.013999939E0,9.910887586E0
7.025605880E0,-9.999999776E-3,8.586999893E0,4.975999832E0,9.924577648E0
7.030613265E0,-4.800000042E-2,8.626000404E0,4.975999832E0,9.958451752E0
7.035620038E0,-4.800000042E-2,8.626000404E0,4.938000202E0,9.939518750E0
7.040627038E0,-9.999999776E-3,8.626000404E0,4.899000168E0,9.920090001E0
7.045634149E0,-1.250000000E-1,8.701999664E0,4.899000168E0,9.987022870E0
7.050641226E0,2.800000086E-2,8.701999664E0,4.899000168E0,9.986279828E0
7.055648688E0,6.599999964E-2,8.663999557E0,4.938000202E0,9.972617025E0
7.060655847E0,6.599999964E-2,8.701999664E0,5.052999973E0,1.006290032E1
7.065663154E0,6.599999964E-2,8.701999664E0,4.938000202E0,1.000564841E1
7.070670202E0,-9.999999776E-3,8.663999557E0,4.975999832E0,9.991274326E0
7.075677587E0,1.430000067E-1,8.626000404E0,5.013999939E0,9.978403047E0
7.080684664E0,1.040000021E-1,8.663999557E0,5.205999851E0,1.010832028E1
7.085691202E0,-9.999999776E-3,8.626000404E0,5.166999817E0,1.005514148E1
7.090697587E0,2.800000086E-2,8.626000404E0,5.205999851E0,1.007527178E1
7.095704428E0,6.599999964E-2,8.701999664E0,5.243999958E0,1.016015205E1
7.100711659E0,1.040000021E-1,8.586999893E0,5.243999958E0,1.006215279E1
7.105719293E0,1.430000067E-1,8.626000404E0,5.205999851E0,1.007624764E1
7.110727601E0,2.800000086E-2,8.626000404E0,5.205999851E0,1.007527178E1
7.115735548E0,6.599999964E-2,8.626000404E0,5.129000187E0,1.003587973E1
7.120743317E0,1.040000021E-1,8.626000404E0,5.013999939E0,9.977920343E0
7.125750991E0,-4.800000042E-2,8.626000404E0,5.091000080E0,1.001640998E1
7.130758375E0,-9.999999776E-3,8.586999893E0,5.052999973E0,9.963406842E0
7.135765664E0,-1.250000000E-1,8.626000404E0,4.975999832E0,9.959120559E0
7.140772741E0,-9.999999776E-3,8.626000404E0,4.975999832E0,9.958341092E0
7.145781674E0,2.800000086E-2,8.586999893E0,4.938000202E0,9.905614426E0
7.150791443E0,2.800000086E-2,8.586999893E0,5.091000080E0,9.982766800E0
7.155801587E0,1.040000021E-1,8.548999786E0,5.052999973E0,9.931214532E0
7.160811202E0,1.040000021E-1,8.548999786E0,5.129000187E0,9.970098107E0
7.165820664E0,1.040000021E-1,8.626000404E0,5.052999973E0,9.997575091E0
7.170829818E0,1.430000067E-1,8.663999557E0,4.975999832E0,9.992292613E0
7.175839226E0,6.599999964E-2,8.626000404E0,4.938000202E0,9.939621973E0
7.180848919E0,2.800000086E-2,8.663999557E0,5.013999939E0,1.001028809E1
7.185858466E0,-9.999999776E-3,8.663999557E0,4.822999954E0,9.915962731E0
7.190867620E0,-9.999999776E-3,8.663999557E0,4.938000202E0,9.972403638E0
7.195876721E0,2.800000086E-2,8.663999557E0,4.861000061E0,9.934535416E0
7.200885490E0,6.599999964E-2,8.626000404E0,4.975999832E0,9.958554780E0
7.205894818E0,1.430000067E-1,8.626000404E0,4.938000202E0,9.940431478E0
7.210904049E0,1.809999943E-1,8.586999893E0,4.899000168E0,9.887847633E0
7.215912548E0,1.809999943E-1,8.701999664E0,4.938000202E0,1.000706776E1
7.220921241E0,1.040000021E-1,8.626000404E0,4.975999832E0,9.958879119E0
7.225930875E0,1.040000021E-1,8.586999893E0,4.975999832E0,9.925117505E0
7.230939567E0,2.800000086E-2,8.472999573E0,5.013999939E0,9.845440627E0
7.235948721E0,6.599999964E-2,8.548999786E0,4.975999832E0,9.891932454E0
7.240957634E0,2.800000086E-2,8.510999680E0,5.091000080E0,9.917468496E0
7.245965942E0,2.800000086E-2,8.510999680E0,4.975999832E0,9.858928637E0
7.250975250E0,6.599999964E-2,8.548999786E0,5.013999939E0,9.911102297E0
